吖	kyaz	口丫
襐	pdui	衤{⺈丿口}𧰨
詳	yyhj	訁羊
详	yyhj	讠羊
象	duic	{⺈丿口}𧰨
跭	zwfg	𧾷夂㐄
郷	xegf	乡⻏{艮}
鄉	xedg	乡⻏丶{艮}
鄊	xeer	乡⻏耳
鄕	xbbe	乡白匕⻏
鐌	jdui	金{⺈丿口}𧰨
鑲	jykf	金衣口口𠀎
镶	jykf	钅衣口口𠀎
響	xedo	乡⻏丶{艮}立日
項	gyes	工頁
项	gyes	工页
飨	xrdg	乡𠆢丶艮
餉	upkk	飠丿冂口
饗	xedg	乡⻏丶{艮}𠆢丶艮
饷	upkk	饣丿冂口
香	hooe	禾日
驤	mykf	馬衣口口𠀎
骧	mykf	马衣口口𠀎
鮝	jyur	龹魚
鯗	ybyu	𦍌八魚
鱌	ydui	魚{⺈丿口}𧰨
鱜	yxeg	魚乡⻏丶{艮}
鱶	yyrg	魚𦍌𠆢丶艮
鲞	jyur	龹鱼
麘	lhoo	鹿禾日
𠸮	ykkk	由丂口丂
𡨇	bbbi	宀白匕
𡹷	uewf	山⻖夂㐄
𢄵	jdui	巾{⺈丿口}𧰨
𢛖	gvxb	共㔾心
𢞡	xfrj	忄𠀎冉
𢠷	xgye	忄工頁
𢪷	fouu	扌目
𢭎	fwfg	扌夂㐄
𣂝	jpkk	斤丿冂口
𣅰	good	丐日
𣨳	degs	歹⻏共
𤉪	hfrd	火方𠆢⺀
𤍀	hhpk	火火丿冂口
𤖽	ppkk	片丿冂口
𤝷	qwfg	犭夂㐄
𤩪	wdui	𤣩{⺈丿口}𧰨
𤭬	fgwa	缶工瓦
𤰅	wysf	夂用
𤷼	bmou	疒木目
𥀾	tkbk	士口䒑皮乡⻏丶{艮}丿冂口
𥊾	goye	工目頁
𥗵	ujvu	石𦥑㇉一丨一八石
𥣟	hdjh	禾⺈臼㇉一灬
𥫖	loux	立日十口口乂乂乂乂
𥿧	spkk	糹丿冂口
𦍲	dyhd	歺羊
𦍴	ydxn	羊⺈小
𦎈	ydys	羊⺈用
𦺣	cgye	艹工頁
𦺨	cdui	艹{⺈丿口}𧰨
𧖿	pmoc	丿皿日丿廾
𧬰	xedk	乡⻏丶{艮}亠二口
𨀘	zyhu	𧾷羊
𨉽	ukww	身囗王王
𨖶	zdui	辶{⺈丿口}𧰨
𨙵	xerl	乡⻏
𨛜	kbkb	口{巴}口巴
𨧑	jvgs	金爫工
𨷄	molo	門日耂日
𩑇	loky	立日口口又又又又
𩝾	uwbk	飠亠丷冂八口
𩞥	uxkw	飠⺌冂口攵
𩡌	hoho	禾日禾日
𩡠	hruo	禾人氺禾日
𩾬	ngsn	鳥工
𪂼	monn	木目鳥
㑾	rxwk	亻𱼀亠二口
㔅	ypdc	聿𣶒刂
㗛	kvyc	口竹夭
㤊	xxxx	忄乂乂
㹲	qlzi	犭耂子
䊥	mypm	米聿𣶒
䒕	cxnc	艹小
䒝	cxxx	艹乂乂
䕧	cgof	艹冎⺼亠父
䥵	jotw	金日土土土兀
侾	rlzi	亻耂子
俲	rwfl	亻亠父力
傚	rwfw	亻亠父攵
削	xodc	⺌⺝刂
効	wfli	亠父力
咲	kbtm	口丷天
哓	kypw	口𫠠丿兀
哮	klzi	口耂子
啸	kylb	口肀{⿰丿丨}八
嘋	klzw	口耂子攵
嘨	kylm	口肀{⿰丿丨}米
嘯	kypm	口聿𣶒
嘵	kttw	口土土土兀
嚻	kkky	口口口口頁
囂	kkyk	口口頁口口
婋	nhji	女虍几
孝	lzic	耂子
宯	blzi	宀耂子
宵	bxoo	宀⺌⺝
小	lbal	亅八
崤	uxuo	山㐅𠂇月
庨	glzi	广耂子
彇	gypm	弓聿𣶒
揱	xodu	⺌⺝刂手
效	wfwf	亠父攵
敩	xzwf	𰃮子攵
斅	jxxy	𦥑乂乂冖子⺊又
斆	jxxw	𦥑乂乂冖子攵
晓	oypw	日𫠠丿兀
暁	oucw	日十卄兀
曉	ottw	日土土土兀
枭	nmun	{鸟减一}木
枵	mkkv	木口丂
梟	nmun	{鳥-灬}木
櫹	mcyp	木艹聿𣶒
歊	wkkq	亠口冂口欠
歗	ypqm	聿𣶒欠
殽	xuou	㐅𠂇月殳
毊	tuuk	士𠃜殳夭口冂口
洨	dwfu	氵亠父
消	dxoo	氵⺌⺝
涍	dlzi	氵耂子
淆	dxuo	氵㐅𠂇月
潇	dcyb	氵艹肀{⿰丿丨}八
瀟	dcyp	氵艹聿𣶒
灱	hdco	火刀
灲	hdco	火刂
烋	rmho	亻木灬
焇	hxoo	火⺌⺝
熽	hypm	火聿𣶒
猇	qhji	犭虍几
獟	qttw	犭土土土兀
獢	qykk	犭夭口冂口
痚	blzi	疒耂子
痟	bxoo	疒⺌⺝
皛	bbbd	白白白
皢	bttw	白土土土兀
硝	uxoo	石⺌⺝
硣	ulzi	石耂子
窙	bblz	宀八耂子
笑	vycu	竹夭
筱	vrlw	竹亻丨攵
筿	vwmu	竹夂木
箫	vylb	竹肀{⿰丿丨}八
篠	vrlm	竹亻丨攵朩
簘	vylm	竹肀{⿰丿丨}米
簫	vypm	竹聿𣶒
綃	sxoo	糹⺌⺝
绡	sxoo	纟⺌⺝
翛	rlwx	亻丨攵习习
肖	xoon	⺌⺝
膮	ottw	⺼土土土兀
萧	cylb	艹肀{⿰丿丨}八
蕭	cypm	艹聿𣶒
虈	ckky	艹口口口口頁
虓	jhji	九虍几
蟂	inmu	虫{鳥-灬}木
蟏	icyb	虫艹肀{⿰丿丨}八
蟰	iypm	虫聿𣶒
蠨	icyp	虫艹聿𣶒
詨	ywfu	訁亠父
誟	ylzi	訁耂子
誵	yxuo	訁㐅𠂇月
謏	yjyz	訁𦥔又
踃	zxoo	𧾷⺌⺝
逍	zxoo	辶⺌⺝
銷	jxoo	金⺌⺝
销	jxoo	钅⺌⺝
霄	yxoo	雨⺌⺝
颵	fxoo	風⺌⺝
驍	mttw	馬土土土兀
骁	mypw	马𫠠丿兀
髇	gowk	冎⺼亠口冂口
髐	gotw	冎⺼土土土兀
魈	gxoo	鬼⺌⺝
鴞	kknn	口丂鳥
鴵	vnnc	兆鳥
鷍	zmnn	自木鳥
鸮	kknn	口丂鸟
𠈬	rwtu	亻夂土
𠏕	rmxn	亻木覀女
𠑪	rkkk	亻口口頁口口
𠴡	kber	口白儿
𠴳	kxuo	口㐅𠂇月
𠹎	krmh	口亻木灬
𡟣	nhjb	女虍巾
𡣾	ncyp	女艹聿𣶒
𡥍	yyzi	又又子
𡦝	ktkz	⺆土口耂子
𡦳	lzgh	耂子广コ〢勹灬
𡯩	yxoo	尢⺌⺝
𡱉	yybb	尹尹
𡷸	ulzi	山耂子
𡼚	kkku	口口口口山
𢓮	rxoo	彳⺌⺝
𢛘	xxuo	忄㐅𠂇月
𢪶	fkkv	扌口丂
𢭦	flzi	扌耂子
𢹳	fjvm	扌𦥑㇉一丨一八皿
𣂬	pdjj	丿刀斤{击}
𣏠	mxxx	木乂乂
𣔷	modl	木月大{⿰丿丨}
𣕇	xodm	⺌⺝刂木
𣟇	mxxm	木习习𠆢彡皿
𣠎	skmw	厶口木土土土兀
𣤡	pkcq	丿冂釆大欠
𣿣	dttm	氵土土刃皿
𤑳	hcyp	火艹聿𣶒
𤕢	xxwn	乂乂攵女
𤞚	qxoo	犭⺌⺝
𤟞	wfkq	亠父口犬
𤠖	qwkk	犭亠口冂口
𤡔	qnmu	犭{鳥-灬}木
𤣌	qjxz	犭𦥑乂乂冖子
𤣠	qkky	犭口口口口頁
𤷤	bxuo	疒㐅𠂇月
𤽳	bioo	白川日
𤿨	xopi	⺌⺝皮
𥆔	olzi	目耂子
𥔑	ubhy	石宀火又
𥕾	ucax	石艹一⺌冂小
𥽁	muqm	米飠欠
𥾤	syyz	糹又又
𦏷	dxxi	大习习
𦐺	xoxx	⺌⺝习习
𦟞	ozdu	⺼自冫丿丶十
𦦛	jxxq	𦥑乂乂冖丘
𦯪	cmuc	艹木勺
𦱜	chuc	艹禾勺
𦺔	cxuu	艹㐅𠂇月殳
𧄤	ckkk	艹口口臣口口
𧍂	iyuo	虫又𠂇月
𧡼	ihjm	臣火見
𧢬	tttj	土土土兀見見
𧱐	ulzi	豕耂子
𧳍	vxoo	豸⺌⺝
𧵱	sssb	厶厶厶貝
𨅋	zypm	𧾷聿𣶒
𨊅	uttw	身土土土兀
𨠦	ywfu	酉亠父
𨴹	mlzi	門耂子
𨶅	myho	門𦍌灬
𩋍	grvc	革亻兆
𩙚	fcyp	風艹聿𣶒
𩧓	mcyp	馬艹聿𣶒
𩫂	wkkv	亠口冂口子乚
𩫳	kkkk	口口口口頁亠口冂口
𩱴	kkkg	口口口口頁鬲
𩵖	yxnu	魚小
𩾒	nlen	鳥了
𩾓	nern	鳥卩
𪁎	xonn	⺌⺝鳥
𪊷	llzi	鹿耂子
𪛀	wfjb	亠父几{龜}百
㒠	rdyj	亻歺又韭
㓔	ducy	冫身寸
㔎	cpld	屮丿㠯辛刀
㕐	ijbh	厂臼勹灬
㖑	kgcc	口戈廾
㖿	keer	口耳⻏
㙝	tllo	土力力力⺝
㙦	ramt	𠆢一朩斗土
㙰	dydt	⺈用刀牛土
㝍	byuc	宀与
㞕	uboo	尸八月
㣯	ruxo	彳尸⺌⺝
㣰	rcxb	彳釆心
㥟	xhui	忄彑𧰨
㦪	xhhy	忄火火亠二口又
㨙	fvyd	扌爫幺大
㨝	fuxo	扌尸⺌⺝
㩉	frax	扌𠆢一口习习
㩦	frvk	扌亻{隹右}冂八口
㩪	fsye	扌糹頁
㰔	mhhy	木火火亠二口又
㰡	jqmp	介欠
㳦	dgcc	氵戈廾
㳿	dsam	氵厶一木
㴬	ducy	氵身寸
㴮	duxo	氵尸⺌⺝
㴽	dcxb	氵釆心
㸉	hxhh	火辛火火
㽊	hhww	火火亠二口又瓦
䉏	vdyn	竹⺈用刀牛
䉣	vjbh	竹臼勹灬
䊝	mcxb	米釆心
䔑	crad	艹𠆢一朩斗
䕈	cpum	艹片世木
䕵	ctkn	艹士口鳥
䙊	pcbj	衤{卅}冖巾
䙎	pvyd	衤爫幺大
䚳	yvij	訁支
䚸	yjpj	訁介
䡡	ibbb	車匕匕白
䢡	zumu	辶世木
䥱	jbjh	金宀臼勹灬
䥾	jbyu	钅冖与
䦏	mjpf	門介
䦑	mgkf	門夬
䩧	gwek	革亠二口
䪥	bkaj	⺊冂{一}又貝韭
䭎	uumu	飠世木
䲒	ydyn	魚⺈用刀牛
䵦	lhdy	{里}灬氵于
亵	yfwj	衣扌丸
伳	ruif	亻世
偕	rbbb	亻匕匕白
偞	rumu	亻世木
偰	rfdd	亻丰刀大
僁	rcxb	亻釆心
写	byuc	冖与
冩	bjbh	冖臼勹灬
勰	lllx	力力力田心
协	ubji	十办
協	ulll	十力力力
卨	bgkz	⺊冎口
卸	verg	𦈢卩
叶	kuiz	口十
嗋	kllo	口力力力⺝
噧	kctd	口艹田冂一丶
垥	trak	土𠆢一口
塮	tucy	土身寸
夑	hwew	火亠二口火夂
奊	ttvd	土土𠃊大
娎	fjnv	扌斤女
媟	numu	女世木
寫	bjbh	宀臼勹灬
屑	uxoo	尸⺌⺝
屧	urum	尸彳世木
峫	uyer	山牙⻏
廨	gdyn	广⺈用刀牛
徢	ruez	彳十⺕龰
恊	xlll	忄力力力
愶	xllo	忄力力力⺝
懈	xdyn	忄⺈用刀牛
拹	flll	扌力力力
揳	ffdd	扌丰刀大
携	frvn	扌亻{隹右}乃
撷	ftky	扌士口页
擕	frvk	扌亻{隹右}{凹-一}
擷	ftky	扌士口頁
攜	furk	扌山亻{隹右}冂八口
斜	ramd	𠆢一朩斗
旪	ouio	日十
暬	teto	土儿土丸日
枻	muiu	木世
栧	myeu	木曳
械	mgcc	木戈廾
楔	mfdd	木丰刀大
榍	muxo	木尸⺌⺝
榭	mucy	木身寸
歇	obvq	曰勹𠃊人欠
泄	duid	氵世
泻	dbyu	氵冖与
洩	dyed	氵曳
渫	dumu	氵世木
澥	ddyn	氵⺈用刀牛
瀉	dbjh	氵宀臼勹灬
瀣	ddyj	氵歺又韭
灺	hyeo	火也
炧	hpye	火𠂉也
炨	hbbi	火宀匕
熁	hllo	火力力力⺝
燮	hhwy	火火亠二口又
燲	hllb	火力力力貝
爕	hweh	火亠二口火火
獬	qdyn	犭⺈用刀牛
祄	pjpp	礻介
禼	bkxn	⺊口㐅禸
糏	muxo	米尸⺌⺝
紲	suii	糹世
絏	syei	糹曳
絬	suei	糹舌
綊	sdrr	糹大人人
緤	sumu	糹世木
緳	gfdx	广丰刀糸
縀	suey	糹尸二コ又
繲	sdyn	糹⺈用刀牛
纈	stky	糹士口頁
绁	suii	纟世
缬	stky	纟士口页
缷	ferz	缶卩
翓	tkxx	士口习习
胁	objo	⺼办
脅	lllo	力力力⺝
脇	olll	⺼力力力
脋	dddo	刀刀刀⺝
膎	ovyd	⺼爫幺大
薢	cdyn	艹⺈用刀牛
薤	cdjq	艹歹韭
藛	cbjh	艹宀臼勹灬
蝎	iobr	虫曰勹𠃊人
蝢	iyes	虫頁
蟹	dydi	⺈用刀牛虫
蠍	iobq	虫曰勹𠃊人欠
蠏	idyn	虫⺈用刀牛
血	pmnp	丿皿
衺	yyai	衣牙
褉	pfdd	衤丰刀大
褻	ytew	衣土儿土丸
襭	ptky	衤士口頁
諧	ybbb	訁匕匕白
謝	yucy	訁身寸
讗	yurk	訁山亻{隹右}冂八口
谐	ybbb	讠匕匕白
谢	yucy	讠身寸
躞	zhhy	𧾷火火亠二口又
邂	zdyn	辶⺈用刀牛
邪	yera	牙⻏
靾	guie	革世
鞋	gttu	革土土
鞵	gvyd	革爫幺大
韰	dyjq	歺又韭
齂	ztwl	自田丌隶
齘	vkrj	止凵人人一人人介
齛	vkru	止凵人人一人人世
齥	vkry	止凵人人一人人曳
龤	rakb	𠆢一口口口冂卄匕匕白
𠅱	gwrw	勾亠亻{夜右下}
𠑄	rhhy	亻火火亠二口又
𠗉	ddrr	冫大人人
𠨆	bken	⺊冂儿工一内
𠲊	ktwf	口土夂
𠸴	kggb	口戈工八
𠿇	kdyn	口⺈用刀牛
𡀺	kllb	口力力力貝
𡃂	kbjh	口宀臼㇉一灬
𡄕	khhy	口火火亠二口又
𡗼	dvbi	大止匕
𡛶	nuiv	女世
𡞘	nlnv	女立女
𡟩	nuxo	女尸⺌⺝
𡣹	wekn	亠二口火火女
𡤋	ndyj	女歺又韭
𡭥	wucu	勿少
𡰢	yvuk	尢爫山亻{隹右}冂八口
𡸔	ujtt	山⺇土土
𡽖	udyn	山⺈用刀牛
𢂐	jlll	巾力力力
𢌀	gtby	广土丷干丸衣
𢓬	rxuj	彳㐅𠂇巾
𢖆	rdyn	彳⺈用刀牛
𢞜	xuxo	忄尸⺌⺝
𢤯	xdyj	忄歺又韭
𢤰	dyjx	歺又韭心
𢥘	xurk	忄山亻{隹右}冂八口
𢬿	fgcc	扌戈廾
𢯉	fvtm	扌爫天
𢹒	fhhy	扌火火亠二口又
𢿡	bkab	⺊冂{一}⺊又貝
𣒄	mvbe	木止匕二
𣞐	mbjh	木宀臼勹灬
𣣩	dwoq	大亠日欠
𣣲	lllq	力力力⺝欠
𣣶	bfkq	宀丰口欠
𣫴	ttmu	土土母
𣬕	dkbk	⺈口匕匕五口
𣹩	dllo	氵力力力⺝
𣻠	drad	氵𠆢一朩斗
𣽒	dubw	氵世貝
𤑪	xsjh	𱼀龴韭灬
𤗈	plnv	片立女
𤙒	nlll	牜力力力
𤞡	qyer	犭牙⻏
𤡧	qxxx	犭心心心
𤢺	qtky	犭士口頁
𤣑	qurk	犭山亻{隹右}冂八口
𤫉	whhy	𤣩火火亠二口又
𤮯	urvw	山亻{隹右}臼瓦
𤱷	tlll	田力力力
𤺎	bjbh	疒臼勹灬
𥀺	xwep	糸亠二口糸皮
𥆥	otzz	目土龰
𥇱	osam	目厶一木
𥊯	ofdx	目丰刀糸
𥍆	ohhy	目火火亠二口又
𥎎	mdyn	矛⺈用刀牛
𥗧	wkbu	亠口冖石石石
𥢹	hbfw	禾白方攵
𦋅	sbtt	罒勹土土
𦔼	ebyz	耳⺊又
𦖐	ever	耳𦈢卩
𦚫	otda	⺼士大
𦞚	ouxo	⺼尸⺌⺝
𦩌	vuez	舟十⺕龰
𦪬	vobq	舟曰勹𠃊人欠
𦳃	ceer	艹耳⻏
𦵱	cuxo	艹尸⺌⺝
𧀢	czum	艹𧾷世木
𧀺	ctky	艹士口頁
𧌊	iwrw	虫亠亻{夜右下}
𧌋	iver	虫𦈢卩
𧍁	iger	虫广⺕人
𧏂	ivtd	虫𠃊土土大
𧏃	idkd	虫丶匚王大
𧐃	irvd	虫亻{隹右}大
𧑦	irvg	虫亻{隹右}夬
𧓂	wkbi	亠口冖虫虫
𧓺	ibjh	虫宀臼勹灬
𧛼	pucy	衤身寸
𧜔	puxo	衤尸⺌⺝
𧝫	pccj	衤廿廿冖巾
𧟃	purk	衤山亻{隹右}冂八口
𧭠	ybjh	訁宀臼勹灬
𧭸	ydyj	訁歺又韭
𧳧	vbbb	豸匕匕白
𧷑	iubw	虫氏貝
𧷧	byyb	⺊{雨}又貝
𨁂	zdrr	𧾷大人人
𨇨	zcpx	𧾷艹丿㠯辛
𨈙	ubyz	身⺊又
𨏳	iurk	車山亻{隹右}冂八口
𨤴	vuez	重十⺕龰
𨧥	jvbe	金止匕二
𨫔	tetj	土儿土丸金
𨵚	mgof	門果
𨵪	myef	門頁
𨷥	mpff	門丿夫丿夫丿夫
𨼬	edyn	⻖⺈用刀牛
𩂪	yboo	雨八⺝
𩃖	yuez	雨十⺕龰
𩍝	gdyn	革⺈用刀牛
𩎃	ghhy	革火火亠二口又
𩐁	djqd	歹韭
𩐉	kdyj	口歺又韭
𩙜	hhwf	火火亠二口又風
𩤠	mbbb	馬匕匕白
𩫲	wkki	亠口冂口虫虫虫
𩰳	gttu	鬲土土
𩷂	yddd	魚刀刀刀
𩺫	yrvn	魚亻{隹右}乃
𩽍	ydyj	魚歺又韭
𪆋	stkn	糹士口鳥
𪙥	vkrn	止凵人人一人人⺊口㐅禸
㐰	rkzf	亻口
㚯	nfgv	女风
㛛	nufv	女身
㭄	mvui	木⺄十
䒖	cvui	艹⺄十
䚱	yxnj	訁小
䛨	yxbj	訁辛
䜗	ywax	訁戊{一}口心
伈	rxbf	亻心
伩	rwff	亻文
俽	rjqm	亻斤欠
噺	klmj	口立木斤
囟	pkxx	丿囗㐅
妡	njbv	女斤
嬜	loqn	立日欠女
孞	zxbi	子心
廞	gjqm	广金欠
心	dvdd	丶乚丶丶
忄	ddll	丶丶丨
忻	xjbb	忄斤
惞	xjqm	忄斤欠
新	lmjb	立木斤
昕	ojbo	日斤
杺	mxbu	木心
枔	mrdv	木𠆢丶㇇
欣	jqmb	斤欠
歆	loqm	立日欠
炘	hjbo	火斤
焮	hjqm	火斤欠
盺	ojbu	目斤
脪	oxuj	⺼㐅𠂇巾
舋	jkaq	𦥑冂{一}口且
芯	cxbc	艹心
薪	clmj	艹立木斤
衅	pmbj	丿皿半
襑	pegc	衤𫜹工口寸
訢	yjbj	訁斤
訫	yxbj	訁心
辛	luii	立十
邤	jerb	斤⻏
釁	jkaf	𦥑冂{一}口酉分
鈊	jxbn	金心
鋅	jxbn	金辛
鐔	jxou	金覀日十
鑫	jjjn	金金金
锌	jxbn	钅辛
阠	evui	⻖⺄十
顖	pkxy	丿囗㐅心頁
馨	tuuo	士𠃜殳禾日
馫	hoho	禾日禾日禾日
𠑰	ragg	𠆢一古𠆢一古𠆢一古
𠷓	ykvi	由丂只
𡈏	kqmi	囗气米
𡌜	triu	土𠆢出
𢋆	gloq	广立日欠
𢗀	kxbz	口心
𢠝	kgkx	囗戈口{一}心
𢩲	fvui	扌⺄十
𢭧	friu	扌𠆢出
𣂗	jjbk	井斤
𣂜	ijbf	臣斤
𣃄	cfoj	艹龶⺝斤
𣥇	vvui	止⺄十
𤙖	rakn	𠆢一口牛
𤙣	rdvn	𠆢丶㇇口牛
𤜢	qvui	犭⺄十
𤣲	wvui	𤣩⺄十
𤫨	wneg	𤣩⺧儿⺧儿鬲
𤴾	bjbk	疒斤
𤷓	bjqm	疒斤欠
𤹩	bdrv	疒大亻{隹右}
𦁍	svwh	糹爫壬
𦉝	jkaf	𦥑冂{一}口缶
𦜓	ojqm	⺼斤欠
𦞤	obxb	⺼宀辛
𦢯	ojkb	⺼𦥑冂{一}口一八
𦤟	pkxq	丿囗㐅自犬
𦰸	cdxb	艹歹心
𧳄	vpkx	豸丿囗㐅
𧴢	vooq	豸目目冖且
𨊳	ixbe	車心
𨓇	zxuj	辶㐅𠂇巾
𩖰	fwfg	風文
𩟍	ukqm	飠囗气米
𩾽	nxbn	鳥心
𩿃	ynny	{匀}鳥
𪀽	bonn	勹日鳥
㐩	jjkk	井井
㓑	dtbg	冫土丷干
㓝	jdck	井刂
㙚	tynq	土𦍌牛
㝭	bxou	宀忄日生
㣜	rkdc	彳开刂
㨘	fuou	扌少目
㼛	kwad	开瓦
㼬	tbgw	土丷干瓦
䁄	otbg	目土丷干
䂔	utbg	矢土丷干
䓷	cdrd	艹氵彳一丁
䛭	ytbg	訁土丷干
䣆	jerk	巠⻏
䤯	jkpp	金开彡
䰢	grad	鬼彳一丁
䳙	yknn	由丂鳥
侀	rkdc	亻开刂
倖	rtbg	亻土丷干
兴	xaba	𭕄一八
刑	kdcd	开刂
哘	krad	口彳一丁
型	kdtu	开刂土
垶	txbu	土辛
姓	nugv	女生
娙	navg	女一巛工
婞	ntbg	女土丷干
嬹	njkb	女𦥑冂{一}口一八
幸	tbgj	土丷干
形	kppd	开彡
性	xugb	忄生
悻	xtbg	忄土丷干
惺	xoug	忄日生
擤	fztw	扌自田丌
星	ougo	日生
曐	ooou	日日日生
杏	mkzu	木口
洐	drad	氵彳一丁
涬	dtbg	氵土丷干
滎	hhbu	火火冖水
煋	houg	火日生
猩	qoug	犭日生
瑆	woug	𤣩日生
皨	bbbt	白白白土
睲	ooug	目日生
硎	ukdc	石开刂
箵	vuou	竹少目
篂	voug	竹日生
緈	stbg	糹土丷干
腥	ooug	⺼日生
臖	jkao	𦥑冂{一}口一八⺝
興	jkab	𦥑冂{一}口一八
荇	crad	艹彳一丁
荥	cbuv	艹冖水
莕	cmkz	艹木口
葕	crad	艹彳一丁氵
蛵	iavg	虫一巛工
觪	dyxb	⺈用辛
觲	dyyn	⺈用𦍌牛
謃	youg	訁日生
邢	kerd	开⻏
郉	gger	干干⻏
醒	youg	酉日生
鈃	jkdn	金开
鉶	jkdc	金开刂
銒	jggj	金干干
钘	jkdn	钅开
铏	jkdc	钅开刂
陉	ejkr	⻖𢀖
陘	eavg	⻖一巛工
餳	uoaw	飠日一勿
饧	uvpp	饣𠄎丿丿
騂	mxba	馬辛
骍	mxba	马辛
鮏	yugu	魚生
鯹	youg	魚日生
𠀦	avza	一州
𡃳	kjkb	口𦥑冂{一}口一八
𡶭	ukdc	山开刂
𢙼	xavg	忄一巛工
𢜫	xuou	忄少目
𣢝	rdsq	𠆢丶龴欠
𣨾	doug	歹日生
𣸝	dgxx	氵工习习
𤏽	hyxb	火𦍌辛
𤙡	nxbq	牜辛
𤬐	hhbg	火火冖瓜
𤶲	bkwh	疒口王
𥠀	houg	禾日生
𥨕	bbxu	宀八忄日生
𦈨	fkdz	缶开
𦈵	favg	缶一巛工
𦖤	eoug	耳日生
𦩠	voug	舟日生
𧊞	ikdc	虫开刂
𧊽	irad	虫彳一丁
𧌚	ioho	虫日火
𧗦	radk	彳一丁开
𧛟	poug	衤日生
𨌍	ixbe	車辛
𨞾	jkae	𦥑冂{一}口一八⻏
𩈡	mavg	面一巛工
㐫	wxsf	亠凶
䧺	ukrv	𠂇口亻{隹右}
兄	kerz	口儿
兇	xers	凶儿
凶	kxxl	凵㐅
匂	bbic	勹匕
匈	bxsc	勹凶
哅	kbxs	口勹凶
夐	dkrw	⺈冂人目攵
忷	xxsb	忄凶
恟	xbxs	忄勹凶
敻	dkrw	⺈冂人目攵
汹	dxsd	氵凶
洶	dbxs	氵勹凶
焸	ooho	日日火
焽	ooho	日月火
熊	sobh	厶⺝匕匕灬
熋	sobh	厶⺝匕匕火
胷	bxoo	勹凶⺝
胸	obxs	⺼勹凶
芎	cgsc	艹弓
訩	yxsj	訁凶
詗	ykkz	訁冂口
詾	ybxs	訁勹凶
讻	yxsj	讠凶
诇	ykkz	讠冂口
雄	usrv	𠂇厶亻{隹右}
𠓙	nene	⺧儿⺧儿⺧儿⺧儿
𡪰	bllc	宀老老
𡬁	blll	宀老老老
𢢹	nhox	牜禾日心
𢿌	dkry	⺈冂人目⺊又
𣅷	oxso	日兄
𤔫	vosy	爫⺜⺫又
𤛪	nllc	牜老老
𥃴	ovui	目⺄十
𥥧	bblc	宀八老
𥦥	bbnr	宀八⺧儿人
𦈤	fpav	缶丿一㇉
𦓈	lllc	老老老
𦙄	xoos	凶月
𧘮	yxsi	衣凶
𧞞	psoh	衤厶⺝匕匕灬
𧰯	uusi	豕𠂇厶
𧽒	tzzq	土龰自犬
𧿖	zxsu	𧾷凶
𨥍	jxsn	金凶
𩌠	gbxo	革勹凶⺝
𩧊	mdkw	馬⺈冂人目攵
𩴂	gvsv	鬼重
㗜	kxtm	口玄田
㱙	dkvd	歹丂
㳜	drmu	氵亻木
㾋	brmu	疒亻木
休	rmuf	亻木
俢	rwpp	亻攵彡
修	rlwp	亻丨攵彡
咻	krmu	口亻木
嗅	kzqr	口自犬
岫	uyzj	山由
峀	uyzj	山由
庥	grmu	广亻木
朽	mkvu	木丂
樇	mrlo	木亻丨攵⺝
溴	dzqr	氵自犬
滫	drlo	氵亻丨攵⺝
潃	drwo	氵彳攵月
烌	hrmu	火亻木
珛	wuoo	𤣩𠂇月
琇	whnd	𤣩禾乃
璓	wchn	𤣩艹禾乃
秀	hnde	禾乃
糔	miis	米叉虫
綉	shnd	糹禾乃
繍	sylm	糹肀{⿰丿丨}米
繡	sypm	糹聿𣶒
绣	shnd	纟禾乃
羞	yizh	⺶丑
脙	oqqo	⺼求
脩	rlwo	亻丨攵⺝
臹	gtig	𠫔土成
苬	ckrf	艹囗人
螑	izqr	虫自犬
袖	pyzp	衤由
褎	yphe	衣𠀉禾
褏	ypyz	衣𠀉由
貅	vrmu	豸亻木
銝	jrmu	金亻木
銹	jhnd	金禾乃
鎀	jrlp	金亻丨攵彡
鏅	jrlo	金亻丨攵⺝
鏥	jbrb	金宀亻百
鏽	jypm	金聿𣶒
锈	jhnd	钅禾乃
飍	fffg	風風風
饈	uyiz	飠⺶丑
馐	uyiz	饣⺶丑
髤	egpm	E𠫔彡木
髹	egpm	E𠫔彡亻木
鮴	yrmu	魚亻木
鱃	yyiz	魚⺶丑
鵂	rmnn	亻木鳥
鸺	rmnn	亻木鸟
齅	ztwq	自田丌自犬
𡔨	jwhr	{龹}壬
𡜨	nrmu	女亻木
𡟞	nrlp	女亻丨攵彡
𡯐	ymuz	尢木
𢊒	grmh	广亻木灬
𢓵	rhnd	彳禾乃
𢕦	rlwl	彳丨夂良
𣧬	djud	歹句
𤚯	nzqr	牜自犬
𥌪	ofoo	目夫目目
𥞼	hwoo	禾夂月
𦟤	oyiz	⺼⺶丑
𦪋	vyiz	舟⺶丑
𧌌	oyis	⺼尤虫
𧙏	yyzi	衣由
𩘭	fyiz	風⺶丑
𩛢	rlwg	亻丨攵𠆢丶艮
𩡎	houy	禾日山幺幺
𩢮	rmma	亻木馬
𩭘	egpc	E𠫔彡木才
𩮄	egpm	E𠫔彡禾毛
𪀪	rmnn	亻木鳥
𪁮	hnnn	禾乃鳥
𪕦	jvwy	臼{鼠下}夂尤
𪘆	vkrm	止凵人人一人人亻木
㐨	yyuu	予予
